force,omega,beta1,abs_X1,abs_X3
3.794989771701758052e-02,1.070559197193527989e+00,2.960276768944052894e-01,6.674282045081313397e-01,1.493000007763483010e-26
3.882438196703452693e-02,1.071290411602813242e+00,2.960365171813335583e-01,6.674327008713359932e-01,6.212165428280048513e-27
3.974843170719678798e-02,1.072055175745655786e+00,2.960457323471576419e-01,6.674373497722368986e-01,8.742663829323396741e-26
4.072592832350396819e-02,1.072856134791856375e+00,2.960553501067457183e-01,6.674421601621676192e-01,2.307022115390938313e-26
4.176115629272639934e-02,1.073696201781349613e+00,2.960654007595364678e-01,6.674471415378800954e-01,1.179965057964057441e-26
4.285885263467926337e-02,1.074578589747098079e+00,2.960759174660945181e-01,6.674523039543990288e-01,7.364051915753978565e-26
4.402426277885577305e-02,1.075506847832692348e+00,2.960869365518763452e-01,6.674576580285008776e-01,8.565045218550478898e-27
4.526320350204263154e-02,1.076484901760345725e+00,2.960984978384703092e-01,6.674632149286754412e-01,3.984239473652974380e-26
4.658213353269104184e-02,1.077517098941114027e+00,2.961106450009641233e-01,6.674689863458612704e-01,3.639700175146001130e-26
4.798823226660464680e-02,1.078608258388861652e+00,2.961234259476778208e-01,6.674749844373033536e-01,1.660683687514927231e-26
4.948948674499936001e-02,1.079763725366866378e+00,2.961368932149018862e-01,6.674812217333838671e-01,4.525763477513219357e-26
5.109478653444267382e-02,1.080989430309368116e+00,2.961511043638306862e-01,6.674877109940051678e-01,4.884701535106094885e-26
5.281402531012281687e-02,1.082291950946798753e+00,2.961661223588721858e-01,6.674944649969144495e-01,6.651141814025209681e-26
5.465820662837917593e-02,1.083678575622810225e+00,2.961820158951869453e-01,6.675014962352503467e-01,9.136963096493331700e-26
5.663954937899962766e-02,1.085157364391493795e+00,2.961988596272771557e-01,6.675088164953717484e-01,3.999136895853067332e-26
5.877158547595978666e-02,1.086737202460967167e+00,2.962167342286954330e-01,6.675164362790904082e-01,8.089441037821227205e-26
6.106923818164276124e-02,1.088427837723352942e+00,2.962357261841831457e-01,6.675243640272656709e-01,1.166578120166092108e-25
6.354886378401151947e-02,1.090239890322743932e+00,2.962559271795087712e-01,6.675326050959310420e-01,1.309696027899211300e-25
6.622823202318163516e-02,1.092184817419361131e+00,2.962774329122666583e-01,6.675411604343088889e-01,3.336735340367229906e-25
6.912641195896422619e-02,1.094274810760138994e+00,2.963003411043461655e-01,6.675500249211741011e-01,3.109773100592246533e-25
7.226352098943461533e-02,1.096522599201390280e+00,2.963247484652439256e-01,6.675591853389881702e-01,1.407734188227665771e-25
7.566028804861667234e-02,1.098941124783229917e+00,2.963507463571439238e-01,6.675686180140102399e-01,2.089322902050756876e-25
7.933738234915066467e-02,1.101543062568320686e+00,2.963784149817462743e-01,6.675782862352596103e-01,5.695039013030038697e-25
8.331447346882667193e-02,1.104340165925909334e+00,2.964078160892392177e-01,6.675881376917079946e-01,7.517655570739942721e-25
8.760902525529061513e-02,1.107342445419255528e+00,2.964389845395171141e-01,6.675981023264029313e-01,6.127662807461646439e-25
9.223489003744003711e-02,1.110557233649217768e+00,2.964719195242263572e-01,6.676080911618064162e-01,2.089265763349112023e-24
9.720085564894030694e-02,1.113988245644272457e+00,2.965065767980077927e-01,6.676179967291631101e-01,6.775678485516557201e-25
1.025093823536653154e-01,1.117634797839869965e+00,2.965428636624589109e-01,6.676276956396742790e-01,2.604218922947444187e-24
1.081558084726774865e-01,1.121491370258447029e+00,2.965806384113739980e-01,6.676370534959708003e-01,2.012095999500512324e-24
1.141282597859799020e-01,1.125547659033282466e+00,2.966197152688314631e-01,6.676459317896321632e-01,1.906860192083710869e-24
1.204083564256131916e-01,1.129789164891773945e+00,2.966598746032177991e-01,6.676541958403855448e-01,6.449212634630050226e-25
1.269726136159252949e-01,1.134198228998500202e+00,2.967008768173162725e-01,6.676617224681705709e-01,5.191940135639885220e-25
1.337942615103129840e-01,1.138755317238206111e+00,2.967424774035699042e-01,6.676684061424322802e-01,2.874321546499066841e-24
1.408451376807788036e-01,1.143440314785950873e+00,2.967844406060579643e-01,6.676741628050546495e-01,6.201813611411227932e-25
1.480973510628046663e-01,1.148233632427072548e+00,2.968265498722197360e-01,6.676789311941961902e-01,8.347684277232318713e-25
1.555245368922027194e-01,1.153117013245301248e+00,2.968686143690531520e-01,6.676826720376081159e-01,1.542390512533825230e-25
1.631026545853526966e-01,1.158074018968274554e+00,2.969104718020321165e-01,6.676853657757165772e-01,1.836697411854816649e-25
1.708103780001122007e-01,1.163090239113486080e+00,2.969519883465079335e-01,6.676870095107333425e-01,1.128704990516795876e-25
1.786291754830649225e-01,1.168153295136321157e+00,2.969930566701801666e-01,6.676876137490048713e-01,7.974252105255770659e-26
1.865431846164319618e-01,1.173252713645678513e+00,2.970335929231902039e-01,6.676871993155488738e-01,1.065508028645044455e-25
1.945389709612678208e-01,1.178379729846505963e+00,2.970735333520601595e-01,6.676857946452204873e-01,1.202901275745175444e-25
2.026052363563471959e-01,1.183527064930982142e+00,2.971128309629897934e-01,6.676834335259085318e-01,2.422705053906962335e-26
2.107325195463606027e-01,1.188688705099153475e+00,2.971514524715105909e-01,6.676801532887536306e-01,1.004208325484718177e-25
2.189129139207378061e-01,1.193859697571236556e+00,2.971893756432659184e-01,6.676759933985577655e-01,4.461067644085104778e-26
2.271398145757742570e-01,1.199035970557938979e+00,2.972265870480975680e-01,6.676709943814603809e-01,7.092999398375611788e-26
2.354076989358182825e-01,1.204214178969172711e+00,2.972630802039961107e-01,6.676651970257700963e-01,2.604765793618211044e-26
2.437119405568036190e-01,1.209391574750283471e+00,2.972988540662317436e-01,6.676586417980372445e-01,1.102965554816773806e-25
2.520486533644899496e-01,1.214565899338183153e+00,2.973339118103117684e-01,6.676513684254402614e-01,4.485663823765715355e-26
2.604145625930368024e-01,1.219735295233075334e+00,2.973682598587614745e-01,6.676434156048222102e-01,9.762772194143927833e-26
2.688068984965508723e-01,1.224898233684148297e+00,2.974019071067829922e-01,6.676348208070981283e-01,2.178016601836744540e-26
2.772233091286231965e-01,1.230053455738334023e+00,2.974348643083110644e-01,6.676256201528047995e-01,7.927614185578466357e-26
2.856617888942433181e-01,1.235199924251783932e+00,2.974671435904377437e-01,6.676158483402683252e-01,9.768457832254809937e-27
2.941206200449579256e-01,1.240336784832369199e+00,2.974987580700835799e-01,6.676055386123519453e-01,6.303432080401478047e-26
3.025983247431376921e-01,1.245463334027098634e+00,2.975297215518788452e-01,6.675947227512051274e-01,1.120222955503926859e-26
3.110936257324931620e-01,1.250578993373138381e+00,2.975600482904280364e-01,6.675834310930900406e-01,7.860436330999155635e-27
3.196054140078090633e-01,1.255683288190380553e+00,2.975897528036151041e-01,6.675716925573600413e-01,2.297694707470546923e-27
3.281327221764546720e-01,1.260775830208968440e+00,2.976188497263560495e-01,6.675595346851800338e-01,1.553481089887072884e-27
3.366747024520389542e-01,1.265856303301586827e+00,2.976473536964300837e-01,6.675469836847170990e-01,1.060908798419695089e-27
3.452306084231817063e-01,1.270924451733318028e+00,2.976752792657802460e-01,6.675340644803746670e-01,1.353051970083670713e-28
3.537997799047638559e-01,1.275980070457007454e+00,2.977026408320389561e-01,6.675208007642933206e-01,1.592824560900354287e-27
3.623816303117504134e-01,1.281022997074473091e+00,2.977294525861397534e-01,6.675072150488090550e-01,2.699806441252985264e-28
3.709756361025520199e-01,1.286053105157821896e+00,2.977557284727375686e-01,6.674933287189193098e-01,7.409350112530554701e-28
3.795813279248179684e-01,1.291070298684266815e+00,2.977814821608141260e-01,6.674791620840910822e-01,1.534216106123369664e-28
3.881982831656167199e-01,1.296074507385125862e+00,2.978067270224052376e-01,6.674647344289131867e-01,1.452611875446920907e-28
3.968261196635007315e-01,1.301065682847533544e+00,2.978314761177938697e-01,6.674500640622799130e-01,4.506597679502701566e-28
4.054644903846655324e-01,1.306043795237721739e+00,2.978557421858398779e-01,6.674351683648782618e-01,7.041190736810107257e-29
4.141130789014605962e-01,1.311008830539087233e+00,2.978795376384016369e-01,6.674200638348471992e-01,2.081137374837509694e-28
4.227715955406400328e-01,1.315960788217846789e+00,2.979028745579809789e-01,6.674047661315497537e-01,4.340126171831897167e-29
4.314397740923067159e-01,1.320899679244891489e+00,2.979257646979451835e-01,6.673892901173895664e-01,2.126192624180706223e-28
4.401173689896550334e-01,1.325825524415198631e+00,2.979482194847302146e-01,6.673736498977373977e-01,7.918646659558335125e-29
4.488041528851608453e-01,1.330738352916541967e+00,2.979702500216374617e-01,6.673578588589305083e-01,1.034564068994619270e-28
4.574999145615852858e-01,1.335638201107610668e+00,2.979918670938197511e-01,6.673419297044499432e-01,1.144937163762616963e-28
4.662044571265213100e-01,1.340525111472538056e+00,2.980130811742091601e-01,6.673258744892840433e-01,8.914723719742502763e-29
4.749175964477425627e-01,1.345399131724404507e+00,2.980339024301220108e-01,6.673097046525823250e-01,4.618154615342801841e-29
4.836391597936017250e-01,1.350260314034893883e+00,2.980543407303823944e-01,6.672934310486343668e-01,6.686779590834001556e-29
4.923689846485045374e-01,1.355108714371029643e+00,2.980744056528001340e-01,6.672770639762686251e-01,5.711071996420535177e-29
5.011069176782594337e-01,1.359944391923029627e+00,2.980941064918740668e-01,6.672606132067360196e-01,3.983634860069101452e-29
5.098528138240521201e-01,1.364767408609877108e+00,2.981134522666366582e-01,6.672440880101637717e-01,3.768818058192868216e-29
5.186065355070827998e-01,1.369577828651345808e+00,2.981324517285669495e-01,6.672274971806069210e-01,9.227177744379191259e-30
5.273679519286552653e-01,1.374375718196946261e+00,2.981511133694850213e-01,6.672108490598267494e-01,6.273544528921133369e-29
5.361369384527810977e-01,1.379161145003761968e+00,2.981694454294023244e-01,6.671941515598207584e-01,2.719125252541006779e-29
5.449133760602943299e-01,1.383934178156349004e+00,2.981874559042743122e-01,6.671774121841881344e-01,2.065599628129166757e-29
5.536971508650707641e-01,1.388694887822908841e+00,2.982051525536349446e-01,6.671606380483823262e-01,4.799260092357655125e-29
5.624881536843139296e-01,1.393443345042793879e+00,2.982225429080828105e-01,6.671438358989109085e-01,3.939592683504531894e-30
5.712862796560015388e-01,1.398179621541145501e+00,2.982396342766130415e-01,6.671270121315285850e-01,3.214839696825243806e-29
5.800914278975796146e-01,1.402903789567030435e+00,2.982564337537449428e-01,6.671101728085393479e-01,2.621389632814599701e-29
5.889035012007725056e-01,1.407615921752031207e+00,2.982729482264912524e-01,6.670933236751529494e-01,1.868641732238211603e-29
5.977224057581123073e-01,1.412316090986610151e+00,2.982891843811267818e-01,6.670764701750181436e-01,2.635751896536745568e-29
6.065480509173741819e-01,1.417004370311960804e+00,2.983051487097473919e-01,6.670596174649837673e-01,1.780672537622147668e-29
6.153803489605961241e-01,1.421680832825403584e+00,2.983208475166507778e-01,6.670427704290661231e-01,8.722484168182270996e-30
6.242192149048231276e-01,1.426345551597598016e+00,2.983362869245014259e-01,6.670259336917381265e-01,2.487796848428341079e-29
6.330645663220615393e-01,1.430998599600123322e+00,2.983514728803136618e-01,6.670091116305124634e-01,3.160530562995286609e-29
6.419163231762778921e-01,1.435640049642124216e+00,2.983664111612200354e-01,6.669923083879342185e-01,2.112983620725550653e-29
6.507744076755143103e-01,1.440269974314949852e+00,2.983811073800684555e-01,6.669755278829139211e-01,1.321018261896785400e-29
6.596387441374746974e-01,1.444888445943785182e+00,2.983955669908135988e-01,6.669587738215397854e-01,4.837907869897137053e-30
6.685092588670968894e-01,1.449495536545466479e+00,2.984097952937379006e-01,6.669420497073043075e-01,1.108057725186463920e-29
6.773858800448463446e-01,1.454091317791715854e+00,2.984237974404783666e-01,6.669253588508744501e-01,1.598035383252183484e-29
6.862685376245800661e-01,1.458675860977187932e+00,2.984375784388891284e-01,6.669087043793248126e-01,1.396761932716822997e-29
6.951571632399883294e-01,1.463249236991756685e+00,2.984511431577427376e-01,6.668920892449108351e-01,4.334021208298479353e-30
7.040516901187569010e-01,1.467811516296509744e+00,2.984644963312313437e-01,6.668755162334856212e-01,1.303398204225686398e-29
7.129520530036179693e-01,1.472362768903115349e+00,2.984776425633648977e-01,6.668589879723638703e-01,9.475879256349105665e-30
7.218581880800973849e-01,1.476903064353181083e+00,2.984905863417844918e-01,6.668425069177512654e-01,1.312211882917445735e-24
7.307700329077376766e-01,1.481432471714669186e+00,2.985033320028399606e-01,6.668260754431785120e-01,6.200796335688840177e-25
7.396875263606177420e-01,1.485951059551612774e+00,2.985158837946940147e-01,6.668096957238245359e-01,4.805569890222577238e-24
7.486106085682610045e-01,1.490458895925056870e+00,2.985282458411679940e-01,6.667933698250766428e-01,7.703957870211111311e-24
7.575392208628340951e-01,1.494956048381050229e+00,2.985404221554437409e-01,6.667770996882624868e-01,2.324874900035798231e-24
7.664733057295547436e-01,1.499442583943491725e+00,2.985524166437240612e-01,6.667608871360729550e-01,2.488997107934684170e-24
7.754128067608048180e-01,1.503918569107868253e+00,2.985642331084015777e-01,6.667447338788692335e-01,5.360502488259314692e-24
7.843576686130546705e-01,1.508384069836869568e+00,2.985758752515177972e-01,6.667286415194140226e-01,1.504662564377583505e-24
7.933078369668683516e-01,1.512839151556667261e+00,2.985873466777903551e-01,6.667126115583478230e-01,1.674165144533536596e-24
8.022632584893587548e-01,1.517283879154484705e+00,2.985986508977279685e-01,6.666966453988052432e-01,1.577691233426515620e-24
8.112238807991021261e-01,1.521718316976887087e+00,2.986097913305127971e-01,6.666807443511709730e-01,3.565214336177011116e-24
8.201896524331370175e-01,1.526142528829039779e+00,2.986207713069017888e-01,6.666649096372480043e-01,1.778691951870403172e-24
8.291605228161142982e-01,1.530556577974348187e+00,2.986315940718245465e-01,6.666491423948806005e-01,1.946969019893531869e-24
8.381364422310600970e-01,1.534960527135151187e+00,2.986422627871488378e-01,6.666334436814989051e-01,1.423910176483487246e-24
8.471173617919635079e-01,1.539354438493681254e+00,2.986527805341765429e-01,6.666178144780717796e-01,3.547684568873661747e-24
8.561032334179338177e-01,1.543738373693464894e+00,2.986631503160325218e-01,6.666022556929689369e-01,3.896714392893251143e-24
8.650940098085777574e-01,1.548112393841574175e+00,2.986733750601864301e-01,6.665867681648356413e-01,6.559613126651848648e-25
8.740896444210307648e-01,1.552476559510577392e+00,2.986834576205358860e-01,6.665713526666523503e-01,1.909540674256674663e-24
8.830900914478293506e-01,1.556830930741589070e+00,2.986934007798007218e-01,6.665560099081543344e-01,2.075613499559109185e-25
8.920953057962395238e-01,1.561175567046944490e+00,2.987032072515048431e-01,6.665407405394174756e-01,1.074160026640870925e-24
9.011052430683667014e-01,1.565510527413672026e+00,2.987128796821392207e-01,6.665255451532706710e-01,3.981064841063871551e-25
9.101198595424055959e-01,1.569835870306841352e+00,2.987224206530952886e-01,6.665104242882614605e-01,7.682474615284935731e-25
9.191391121547358711e-01,1.574151653673222961e+00,2.987318326825747494e-01,6.664953784312755980e-01,6.981357343755280894e-25
9.281629584827485457e-01,1.578457934945339813e+00,2.987411182275364618e-01,6.664804080196459202e-01,6.676697471920142570e-25
9.371913567287358804e-01,1.582754771045081554e+00,2.987502796853134801e-01,6.664655134442299955e-01,7.832783521281348713e-25
9.462242657041077809e-01,1.587042218388279746e+00,2.987593193955407900e-01,6.664506950508537475e-01,5.345129343742888208e-25
9.552616448146989958e-01,1.591320332888536804e+00,2.987682396416503350e-01,6.664359531432216821e-01,6.978502502813718946e-25
9.643034540463105708e-01,1.595589169961983744e+00,2.987770426526635825e-01,6.664212879842159598e-01,2.473596126284735055e-24
9.733496539512710433e-01,1.599848784531227031e+00,2.987857306045569317e-01,6.664066997987067031e-01,1.747863454817223222e-24
9.824002056351112122e-01,1.604099231030286843e+00,2.987943056219665716e-01,6.663921887746138140e-01,1.259162582316090753e-24
9.914550707441029953e-01,1.608340563408874990e+00,2.988027697795347937e-01,6.663777550651621695e-01,3.250872811512138699e-25
1.000514211453121138e+00,1.612572835137064731e+00,2.988111251033662152e-01,6.663633987904341582e-01,1.024330815050194713e-24
1.009577590454116436e+00,1.616796099209673709e+00,2.988193735722992073e-01,6.663491200393962810e-01,1.701973598101587123e-24
1.018645170944670442e+00,1.621010408151423388e+00,2.988275171194350044e-01,6.663349188705602888e-01,1.602404088518733853e-24
1.027716916617494425e+00,1.625215814020973371e+00,2.988355576331777619e-01,6.663207953145353635e-01,1.050243980134707774e-24
1.036792791649813195e+00,1.629412368416032209e+00,2.988434969586428736e-01,6.663067493746799297e-01,1.586277521582435282e-24
1.045872760693397074e+00,1.633600122477867567e+00,2.988513368987978924e-01,6.662927810287264663e-01,4.415605904394574352e-25
1.054956788864877426e+00,1.637779126895942294e+00,2.988590792156124998e-01,6.662788902301203242e-01,2.781276865356034019e-25
1.064044841736355496e+00,1.641949431912612889e+00,2.988667256311932641e-01,6.662650769091806868e-01,4.282771328212832563e-25
1.073136885326348100e+00,1.646111087327756239e+00,2.988742778288757118e-01,6.662513409743099357e-01,1.485982886435737362e-24
1.082232886091040625e+00,1.650264142503349740e+00,2.988817374542527272e-01,6.662376823131909154e-01,1.282514046629932249e-24
1.091332810915800255e+00,1.654408646368065394e+00,2.988891061161973450e-01,6.662241007938782822e-01,6.217883157162617602e-25
1.100436627106808896e+00,1.658544647422161233e+00,2.988963853879518240e-01,6.662105962653294133e-01,1.611799968030616488e-24
1.109544302383357772e+00,1.662672193741450588e+00,2.989035768078914246e-01,6.661971685593248704e-01,1.059134119793799684e-24
1.118655804869850279e+00,1.666791332982398899e+00,2.989106818806392951e-01,6.661838174904890497e-01,2.441423921937106211e-24
1.127771103088540672e+00,1.670902112386081440e+00,2.989177020777972205e-01,6.661705428580376731e-01,1.161503349160175662e-25
1.136890165952001208e+00,1.675004578783180653e+00,2.989246388389807385e-01,6.661573444457793425e-01,1.478856177803131705e-24
1.146012962756281395e+00,1.679098778597881925e+00,2.989314935725077560e-01,6.661442220237649980e-01,3.953863942698593632e-25
1.155139463173713299e+00,1.683184757852951963e+00,2.989382676564159569e-01,6.661311753479907116e-01,7.234586893354246555e-26
1.164269637246634792e+00,1.687262562173170943e+00,2.989449624389930449e-01,6.661182041625647310e-01,1.131875123627012374e-25
1.173403455380582772e+00,1.691332236790296983e+00,2.989515792397329230e-01,6.661053081994019465e-01,2.111151079276388969e-25
1.182540888337966667e+00,1.695393826547318294e+00,2.989581193500819301e-01,6.660924871789363211e-01,7.090056134752355849e-25
1.191681907232033044e+00,1.699447375902382262e+00,2.989645840340712790e-01,6.660797408112257845e-01,4.062475172451839730e-25
1.200826483520901267e+00,1.703492928932879513e+00,2.989709745290005105e-01,6.660670687967186199e-01,1.596410378662776804e-25
1.209974589001376444e+00,1.707530529340334224e+00,2.989772920463164008e-01,6.660544708257258861e-01,4.189533784563973354e-25
1.219126195803705626e+00,1.711560220453462344e+00,2.989835377719913256e-01,6.660419465805468286e-01,1.259681248480120906e-25
1.228281276385612797e+00,1.715582045233126962e+00,2.989897128674161575e-01,6.660294957346685196e-01,8.273495904968529008e-26
1.237439803527133675e+00,1.719596046275758017e+00,2.989958184698481292e-01,6.660171179541629627e-01,2.178423893690827367e-25
1.246601750325263103e+00,1.723602265817442358e+00,2.990018556930660321e-01,6.660048128979939586e-01,4.113293520047266069e-25
1.255767090188647295e+00,1.727600745738163912e+00,2.990078256280262470e-01,6.659925802180323151e-01,6.798710346788111119e-26
1.264935796832671544e+00,1.731591527565371491e+00,2.990137293433542953e-01,6.659804195599599019e-01,1.206793453531207201e-24
1.274107844274532164e+00,1.735574652477810176e+00,2.990195678858982853e-01,6.659683305637045247e-01,6.175526762534074047e-25
1.283283206828415235e+00,1.739550161309320941e+00,2.990253422812731432e-01,6.659563128638366081e-01,2.356532644061599375e-25
1.292461859100617172e+00,1.743518094552981790e+00,2.990310535344655185e-01,6.659443660894017736e-01,6.252327413678491236e-25
1.301643775985305229e+00,1.747478492363984115e+00,2.990367026301525843e-01,6.659324898654707114e-01,5.174900462031486249e-25
1.310828932659662049e+00,1.751431394564107125e+00,2.990422905333843806e-01,6.659206838123387096e-01,1.628251312413443357e-25
1.320017304579609085e+00,1.755376840645053838e+00,2.990478181899932641e-01,6.659089475462711682e-01,1.360377187386714645e-26
1.329208867475574651e+00,1.759314869771855916e+00,2.990532865270250640e-01,6.658972806800612654e-01,4.578379399940626067e-25
1.338403597348307050e+00,1.763245520786345777e+00,2.990586964531687375e-01,6.658856828234150926e-01,9.092377643266929395e-25
1.347601470464494744e+00,1.767168832211244878e+00,2.990640488593399593e-01,6.658741535824247437e-01,1.137939535200383253e-25
1.356802463353128818e+00,1.771084842252685476e+00,2.990693446188977256e-01,6.658626925611177416e-01,5.677097917256046313e-25
1.366006552801143359e+00,1.774993588804566036e+00,2.990745845882687437e-01,6.658512993604244201e-01,5.065717030207817078e-25
1.375213715849883833e+00,1.778895109451130052e+00,2.990797696071777478e-01,6.658399735795028640e-01,3.268311369673910770e-25
1.384423929791105179e+00,1.782789441470779890e+00,2.990849004991517623e-01,6.658287148153151369e-01,8.327384391793786894e-25
1.393637172163456617e+00,1.786676621838897416e+00,2.990899780717982126e-01,6.658175226634748256e-01,6.102027171369301790e-25
1.402853420748512159e+00,1.790556687231864563e+00,2.990950031173437718e-01,6.658063967174278064e-01,8.002341932527502260e-25
1.412072653567566283e+00,1.794429674029413224e+00,2.990999764128118854e-01,6.657953365698000558e-01,5.016482141761785290e-25
1.421294848878032591e+00,1.798295618318037414e+00,2.991048987204378284e-01,6.657843418122572077e-01,6.977785737324716489e-25
1.430519985169902863e+00,1.802154555894388777e+00,2.991097707880533974e-01,6.657734120353346885e-01,1.969810615488934713e-25
1.439748041162460357e+00,1.806006522268186698e+00,2.991145933493913334e-01,6.657625468288513870e-01,3.016988015183372849e-25
1.448978995800963343e+00,1.809851552665316499e+00,2.991193671244160579e-01,6.657517457820112394e-01,7.312049678884056224e-26
1.458212828253594440e+00,1.813689682030407369e+00,2.991240928195604276e-01,6.657410084841247633e-01,5.971069630443013272e-25
1.467449517907974510e+00,1.817520945030554724e+00,2.991287711281709338e-01,6.657303345237881587e-01,4.645708675521644951e-25
1.476689044368448167e+00,1.821345376057309506e+00,2.991334027306294385e-01,6.657197234902457739e-01,4.476505164076821016e-26
1.485931387452442909e+00,1.825163009230987843e+00,2.991379882949098956e-01,6.657091749717247708e-01,5.349415245252521750e-25
1.495176527188245341e+00,1.828973878401676911e+00,2.991425284765134585e-01,6.656986885579312396e-01,2.594680998757898643e-25
1.504424443811412049e+00,1.832778017153624983e+00,2.991470239190400782e-01,6.656882638381859119e-01,3.281119691382124887e-25
1.513675117762242284e+00,1.836575458807167438e+00,2.991514752542884792e-01,6.656779004026387447e-01,8.524032554406923486e-26
1.522928529682704202e+00,1.840366236422064095e+00,2.991558831026275289e-01,6.656675978416500827e-01,1.305140687809270883e-25
1.532184660414063204e+00,1.844150382799226051e+00,2.991602480730779501e-01,6.656573557471398006e-01,4.368509437209014656e-25
1.541443490993574583e+00,1.847927930484800418e+00,2.991645707638005414e-01,6.656471737109456166e-01,1.781426591821139342e-25
1.550705002652243536e+00,1.851698911771749279e+00,2.991688517621525212e-01,6.656370513262594990e-01,2.301412262976486293e-25
1.559969176812146419e+00,1.855463358702573284e+00,2.991730916449406030e-01,6.656269881875824801e-01,6.618163197503393083e-25
1.569235995083525070e+00,1.859221303072678744e+00,2.991772909787848711e-01,6.656169838898579050e-01,2.861374665888111138e-25
1.578505439262769761e+00,1.862972776431641275e+00,2.991814503201214448e-01,6.656070380301298828e-01,2.737718519866141000e-25
1.587777491329251944e+00,1.866717810087376028e+00,2.991855702156984709e-01,6.655971502056191591e-01,1.577101820259050247e-25
1.597052133443839006e+00,1.870456435106241599e+00,2.991896512023936028e-01,6.655873200166850800e-01,1.283982446875397869e-25
1.606329347945131270e+00,1.874188682318829180e+00,2.991936938079610697e-01,6.655775470628770840e-01,1.164440364032076982e-25
1.615609117348433044e+00,1.877914582319083259e+00,2.991976985507001086e-01,6.655678309469893472e-01,7.509392477281634998e-26
1.624891424342699953e+00,1.881634165468484943e+00,2.992016659399447387e-01,6.655581712729714550e-01,3.519527632789239139e-25
1.634176251788208356e+00,1.885347461898523314e+00,2.992055964762579956e-01,6.655485676458762212e-01,3.988632655374207361e-25
1.643463582714758786e+00,1.889054501511905126e+00,2.992094906514489172e-01,6.655390196732526853e-01,3.466003754567073597e-25
1.652753400319038946e+00,1.892755313985920118e+00,2.992133489489211540e-01,6.655295269639525113e-01,1.524898890473652869e-25
1.662045687962487417e+00,1.896449928774622817e+00,2.992171718438275119e-01,6.655200891283015174e-01,1.530246087060470156e-25
1.671340429169632325e+00,1.900138375109889699e+00,2.992209598030695084e-01,6.655107057795442982e-01,3.914228905376262713e-25
1.680637607625226959e+00,1.903820682005548992e+00,2.992247132857450698e-01,6.655013765316654117e-01,2.847189132371289213e-25
1.689937207172913958e+00,1.907496878257737505e+00,2.992284327430458357e-01,6.654921010015748539e-01,2.643607710758890407e-25
1.699239211812467953e+00,1.911166992448885438e+00,2.992321186186785442e-01,6.654828788070461520e-01,4.771664728895099185e-25
1.708543605698671142e+00,1.914831052947650658e+00,2.992357713487074911e-01,6.654737095693016302e-01,4.278493125939848664e-26
1.717850373138354980e+00,1.918489087913532787e+00,2.992393913620590706e-01,6.654645929101777879e-01,6.005110499988351808e-25
1.727159498589375008e+00,1.922141125296655151e+00,2.992429790803484146e-01,6.654555284548031580e-01,3.551166948500413325e-25
1.736470966658030690e+00,1.925787192841539319e+00,2.992465349182651391e-01,6.654465158296769545e-01,3.094374101520695318e-25
1.745784762097590814e+00,1.929427318088129395e+00,2.992500592835692919e-01,6.654375546638554573e-01,8.027370037150658076e-26
1.755100869806126562e+00,1.933061528374623750e+00,2.992535525773460381e-01,6.654286445880559508e-01,1.882505137929561696e-25
1.764419274825081985e+00,1.936689850838480664e+00,2.992570151940064926e-01,6.654197852357904841e-01,1.802924186637917892e-25
1.773739962337130827e+00,1.940312312419296914e+00,2.992604475215435156e-01,6.654109762423652263e-01,2.154754638474025065e-26
1.783062917664604008e+00,1.943928939860268823e+00,2.992638499415913311e-01,6.654022172454416850e-01,1.391859763871151160e-25
1.792388126267740356e+00,1.947539759710162022e+00,2.992672228295688019e-01,6.653935078850001794e-01,1.896867604002692312e-25
1.801715573742948440e+00,1.951144798325291418e+00,2.992705665548008320e-01,6.653848478032633462e-01,5.974559951626356097e-26
1.811045245821289562e+00,1.954744081870982475e+00,2.992738814805981917e-01,6.653762366451650978e-01,1.607836744462647472e-25
1.820377128366351904e+00,1.958337636324643416e+00,2.992771679645198080e-01,6.653676740570250159e-01,4.239030757060004295e-25
1.829711207373079684e+00,1.961925487476421592e+00,2.992804263583451752e-01,6.653591596878533077e-01,1.244624368238419778e-25
1.839047468966259258e+00,1.965507660930781775e+00,2.992836570081576220e-01,6.653506931896026044e-01,5.510280953522847663e-26
1.848385899398337306e+00,1.969084182109860803e+00,2.992868602546434609e-01,6.653422742154747604e-01,1.865953061124578876e-25
1.857726485048458498e+00,1.972655076253701845e+00,2.992900364330177143e-01,6.653339024215941810e-01,1.744260176477845608e-26
1.867069212420946034e+00,1.976220368421969242e+00,2.992931858731228134e-01,6.653255774670351341e-01,1.041908368192194498e-25
1.876414068143323233e+00,1.979780083496902821e+00,2.992963088996780652e-01,6.653172990125040265e-01,1.677612685422972551e-25
1.885761038964948400e+00,1.983334246184717209e+00,2.992994058323441564e-01,6.653090667206802422e-01,1.098750166645840294e-25
1.895110111755790916e+00,1.986882881016663882e+00,2.993024769857455802e-01,6.653008802568834978e-01,1.228466655585050788e-25
1.904461273505140939e+00,1.990426012350301921e+00,2.993055226695226501e-01,6.652927392894852909e-01,1.732959802012727567e-26
1.913814511319668066e+00,1.993963664372516487e+00,2.993085431885830205e-01,6.652846434884540638e-01,5.959778999717194300e-26
